"","names","ensb","hugo"
"24794","ENSG00000220377.1","ENSG00000220377","GSTA8P"
"24795","ENSG00000220378.3","ENSG00000220378","KRT8P42"
"24796","ENSG00000220392.1","ENSG00000220392","FCF1P5"
"24797","ENSG00000220412.1","ENSG00000220412","AL356234.1"
"24798","ENSG00000220418.1","ENSG00000220418","TUBB3P1"
"24799","ENSG00000220446.2","ENSG00000220446","AL121978.1"
"24800","ENSG00000220447.1","ENSG00000220447","AL139098.1"
"24801","ENSG00000220472.1","ENSG00000220472","AL139095.2"
"24802","ENSG00000220483.4","ENSG00000220483","SLC25A51P1"
"24803","ENSG00000220494.4","ENSG00000220494","YAP1P1"
"24804","ENSG00000220505.2","ENSG00000220505","EIF4EBP2P3"
"24805","ENSG00000220506.2","ENSG00000220506","AL136310.1"
"24806","ENSG00000220514.1","ENSG00000220514","MTND4LP20"
"24807","ENSG00000220515.2","ENSG00000220515","PGAM1P10"
"24808","ENSG00000220517.2","ENSG00000220517","ASS1P1"
"24809","ENSG00000220522.2","ENSG00000220522","AL590002.1"
"24810","ENSG00000220537.1","ENSG00000220537","AL121977.1"
"24811","ENSG00000220540.1","ENSG00000220540","AL359511.1"
"24812","ENSG00000220541.3","ENSG00000220541","AC233289.1"
"24813","ENSG00000220548.3","ENSG00000220548","VIM2P"
"24814","ENSG00000220553.1","ENSG00000220553","RPL5P19"
"24815","ENSG00000220556.4","ENSG00000220556","AL035690.1"
"24816","ENSG00000220557.1","ENSG00000220557","HMGB1P13"
"24817","ENSG00000220563.1","ENSG00000220563","PKMP3"
"24818","ENSG00000220575.3","ENSG00000220575","HTR5A-AS1"
"24819","ENSG00000220581.1","ENSG00000220581","VN1R12P"
"24820","ENSG00000220583.1","ENSG00000220583","RPL35P2"
"24821","ENSG00000220585.3","ENSG00000220585","DDX18P6"
"24822","ENSG00000220586.1","ENSG00000220586","TUBBP9"
"24823","ENSG00000220598.1","ENSG00000220598","SSR1P1"
"24824","ENSG00000220600.2","ENSG00000220600","AL121834.1"
"24825","ENSG00000220614.1","ENSG00000220614","AL583834.1"
"24826","ENSG00000220635.2","ENSG00000220635","KRASP1"
"24827","ENSG00000220643.1","ENSG00000220643","AL031577.2"
"24828","ENSG00000220660.2","ENSG00000220660","AL023284.3"
"24829","ENSG00000220666.2","ENSG00000220666","RCC2P7"
"24830","ENSG00000220685.2","ENSG00000220685","AL139094.1"
"24831","ENSG00000220693.2","ENSG00000220693","ENSG00000220693.2"
"24832","ENSG00000220694.2","ENSG00000220694","AL096711.1"
"24833","ENSG00000220695.1","ENSG00000220695","Z86062.1"
"24834","ENSG00000220702.1","ENSG00000220702","Z85994.1"
"24835","ENSG00000220721.1","ENSG00000220721","OR1F12"
"24836","ENSG00000220725.1","ENSG00000220725","AL590290.1"
"24837","ENSG00000220730.2","ENSG00000220730","AL356057.3"
"24838","ENSG00000220733.1","ENSG00000220733","MTND3P20"
"24839","ENSG00000220734.1","ENSG00000220734","AL157823.1"
"24840","ENSG00000220739.2","ENSG00000220739","AL513475.2"
"24841","ENSG00000220744.1","ENSG00000220744","RPL5P18"
"24842","ENSG00000220745.2","ENSG00000220745","AL080276.1"
"24843","ENSG00000220748.2","ENSG00000220748","AL032822.1"
"24844","ENSG00000220749.3","ENSG00000220749","RPL21P28"
"24845","ENSG00000220758.3","ENSG00000220758","VN1R10P"
"24846","ENSG00000220771.2","ENSG00000220771","BOLA2P3"
"24847","ENSG00000220773.1","ENSG00000220773","RPSAP44"
"24848","ENSG00000220785.3","ENSG00000220785","MTMR9LP"
"24849","ENSG00000220793.4","ENSG00000220793","AC087190.1"
"24850","ENSG00000220804.4","ENSG00000220804","LINC01881"
"24851","ENSG00000220831.3","ENSG00000220831","NDUFA5P9"
"24852","ENSG00000220842.5","ENSG00000220842","RPL21P16"
"24853","ENSG00000220848.4","ENSG00000220848","RPS18P9"
"24854","ENSG00000220867.1","ENSG00000220867","HSPE1P26"
"24855","ENSG00000220868.2","ENSG00000220868","MRPL35P1"
"24856","ENSG00000220871.1","ENSG00000220871","DNAJC19P6"
"24857","ENSG00000220875.1","ENSG00000220875","HIST1H3PS1"
"24858","ENSG00000220884.2","ENSG00000220884","MESTP1"
"24859","ENSG00000220891.1","ENSG00000220891","LL22NC03-63E9.3"
"24860","ENSG00000220908.2","ENSG00000220908","AL589947.1"
"24861","ENSG00000220913.1","ENSG00000220913","AL391361.1"
"24862","ENSG00000220918.1","ENSG00000220918","AL132875.1"
"24863","ENSG00000220920.1","ENSG00000220920","AL023807.1"
"24864","ENSG00000220924.4","ENSG00000220924","OSTCP4"
"24865","ENSG00000220925.2","ENSG00000220925","IGBP1-AS2"
"24866","ENSG00000220937.3","ENSG00000220937","HNRNPA1P41"
"24867","ENSG00000220948.4","ENSG00000220948","TRIM51GP"
"24868","ENSG00000220949.2","ENSG00000220949","AC008543.2"
"24869","ENSG00000220960.1","ENSG00000220960","AL079342.2"
"24870","ENSG00000220981.1","ENSG00000220981","ENSG00000220981.1"
"24871","ENSG00000220982.2","ENSG00000220982","ENSG00000220982.2"
"24872","ENSG00000220984.1","ENSG00000220984","ENSG00000220984.1"
"24873","ENSG00000220986.1","ENSG00000220986","SNORA50D"
"24874","ENSG00000220987.1","ENSG00000220987","ENSG00000220987.1"
"24875","ENSG00000220988.1","ENSG00000220988","SNORD88C"
"24876","ENSG00000220989.1","ENSG00000220989","ENSG00000220989.1"
"24877","ENSG00000220990.1","ENSG00000220990","ENSG00000220990.1"
"24878","ENSG00000220992.1","ENSG00000220992","ENSG00000220992.1"
"24879","ENSG00000220993.1","ENSG00000220993","ENSG00000220993.1"
"24880","ENSG00000220996.1","ENSG00000220996","ENSG00000220996.1"
"24881","ENSG00000220997.1","ENSG00000220997","ENSG00000220997"
"24882","ENSG00000220999.2","ENSG00000220999","ENSG00000220999.2"
"24883","ENSG00000221000.1","ENSG00000221000","ENSG00000221000"
"24884","ENSG00000221002.1","ENSG00000221002","ENSG00000221002.1"
"24885","ENSG00000221003.1","ENSG00000221003","ENSG00000221003.1"
"24886","ENSG00000221005.1","ENSG00000221005","ENSG00000221005.1"
"24887","ENSG00000221007.1","ENSG00000221007","ENSG00000221007.1"
"24888","ENSG00000221008.1","ENSG00000221008","ENSG00000221008"
"24889","ENSG00000221010.2","ENSG00000221010","ENSG00000221010.2"
"24890","ENSG00000221011.2","ENSG00000221011","ENSG00000221011.2"
"24891","ENSG00000221015.1","ENSG00000221015","RNU6ATAC29P"
"24892","ENSG00000221016.1","ENSG00000221016","ENSG00000221016.1"
"24893","ENSG00000221017.1","ENSG00000221017","MIR1323"
"24894","ENSG00000221018.1","ENSG00000221018","ENSG00000221018.1"
"24895","ENSG00000221019.1","ENSG00000221019","ENSG00000221019.1"
"24896","ENSG00000221020.1","ENSG00000221020","ENSG00000221020.1"
"24897","ENSG00000221021.1","ENSG00000221021","ENSG00000221021.1"
"24898","ENSG00000221023.1","ENSG00000221023","RNU6ATAC19P"
"24899","ENSG00000221025.1","ENSG00000221025","MIR1250"
"24900","ENSG00000221026.1","ENSG00000221026","ENSG00000221026.1"
"24901","ENSG00000221027.2","ENSG00000221027","ENSG00000221027.2"
"24902","ENSG00000221028.1","ENSG00000221028","MIR1231"
"24903","ENSG00000221029.1","ENSG00000221029","ENSG00000221029.1"
"24904","ENSG00000221030.1","ENSG00000221030","ENSG00000221030.1"
"24905","ENSG00000221031.1","ENSG00000221031","CoTC_ribozyme"
"24906","ENSG00000221032.3","ENSG00000221032","ENSG00000221032.3"
"24907","ENSG00000221033.1","ENSG00000221033","MIR1272"
"24908","ENSG00000221035.1","ENSG00000221035","ENSG00000221035.1"
"24909","ENSG00000221036.3","ENSG00000221036","MIR1193"
"24910","ENSG00000221037.1","ENSG00000221037","ENSG00000221037.1"
"24911","ENSG00000221038.1","ENSG00000221038","RNU6ATAC7P"
"24912","ENSG00000221039.1","ENSG00000221039","MIR1286"
"24913","ENSG00000221040.1","ENSG00000221040","ENSG00000221040.1"
"24914","ENSG00000221041.2","ENSG00000221041","ENSG00000221041.2"
"24915","ENSG00000221042.1","ENSG00000221042","CPEB3_ribozyme"
"24916","ENSG00000221043.1","ENSG00000221043","ENSG00000221043.1"
"24917","ENSG00000221044.1","ENSG00000221044","ENSG00000221044.1"
"24918","ENSG00000221046.1","ENSG00000221046","RNU6ATAC38P"
"24919","ENSG00000221048.1","ENSG00000221048","ENSG00000221048.1"
"24920","ENSG00000221050.1","ENSG00000221050","ENSG00000221050.1"
"24921","ENSG00000221051.1","ENSG00000221051","ENSG00000221051.1"
"24922","ENSG00000221052.1","ENSG00000221052","MIR1266"
"24923","ENSG00000221053.1","ENSG00000221053","ENSG00000221053.1"
"24924","ENSG00000221055.1","ENSG00000221055","MIR1302-3"
"24925","ENSG00000221058.1","ENSG00000221058","ENSG00000221058.1"
"24926","ENSG00000221059.1","ENSG00000221059","RNU6ATAC6P"
"24927","ENSG00000221060.1","ENSG00000221060","ENSG00000221060.1"
"24928","ENSG00000221062.1","ENSG00000221062","ENSG00000221062.1"
"24929","ENSG00000221063.1","ENSG00000221063","MIR1296"
"24930","ENSG00000221065.1","ENSG00000221065","MIR1233-2"
"24931","ENSG00000221066.1","ENSG00000221066","SNORD111"
"24932","ENSG00000221067.1","ENSG00000221067","ENSG00000221067.1"
"24933","ENSG00000221069.1","ENSG00000221069","ENSG00000221069.1"
"24934","ENSG00000221070.1","ENSG00000221070","ENSG00000221070.1"
"24935","ENSG00000221072.1","ENSG00000221072","ENSG00000221072.1"
"24936","ENSG00000221073.1","ENSG00000221073","ENSG00000221073.1"
"24937","ENSG00000221074.1","ENSG00000221074","ENSG00000221074.1"
"24938","ENSG00000221075.1","ENSG00000221075","ENSG00000221075.1"
"24939","ENSG00000221077.1","ENSG00000221077","ENSG00000221077.1"
"24940","ENSG00000221079.2","ENSG00000221079","ENSG00000221079.2"
"24941","ENSG00000221081.1","ENSG00000221081","MIR320D2"
"24942","ENSG00000221082.1","ENSG00000221082","ENSG00000221082.1"
"24943","ENSG00000221083.1","ENSG00000221083","ENSG00000221083.1"
"24944","ENSG00000221084.1","ENSG00000221084","ENSG00000221084.1"
"24945","ENSG00000221085.1","ENSG00000221085","ENSG00000221085.1"
"24946","ENSG00000221087.1","ENSG00000221087","ENSG00000221087.1"
"24947","ENSG00000221091.1","ENSG00000221091","MIR1302-5"
"24948","ENSG00000221093.1","ENSG00000221093","ENSG00000221093.1"
"24949","ENSG00000221094.1","ENSG00000221094","ENSG00000221094.1"
"24950","ENSG00000221095.1","ENSG00000221095","ENSG00000221095"
"24951","ENSG00000221096.1","ENSG00000221096","ENSG00000221096.1"
"24952","ENSG00000221100.1","ENSG00000221100","ENSG00000221100.1"
"24953","ENSG00000221101.1","ENSG00000221101","ENSG00000221101.1"
"24954","ENSG00000221102.1","ENSG00000221102","SNORA11B"
"24955","ENSG00000221104.1","ENSG00000221104","ENSG00000221104.1"
"24956","ENSG00000221105.1","ENSG00000221105","ENSG00000221105.1"
"24957","ENSG00000221108.1","ENSG00000221108","ENSG00000221108.1"
"24958","ENSG00000221110.1","ENSG00000221110","ENSG00000221110.1"
"24959","ENSG00000221111.1","ENSG00000221111","ENSG00000221111.1"
"24960","ENSG00000221112.1","ENSG00000221112","ENSG00000221112.1"
"24961","ENSG00000221113.1","ENSG00000221113","ENSG00000221113.1"
"24962","ENSG00000221114.1","ENSG00000221114","RNU6ATAC30P"
"24963","ENSG00000221115.1","ENSG00000221115","ENSG00000221115.1"
"24964","ENSG00000221116.1","ENSG00000221116","SNORD110"
"24965","ENSG00000221118.1","ENSG00000221118","ENSG00000221118.1"
"24966","ENSG00000221120.1","ENSG00000221120","MIR1224"
"24967","ENSG00000221121.1","ENSG00000221121","ENSG00000221121.1"
"24968","ENSG00000221122.2","ENSG00000221122","ENSG00000221122.2"
"24969","ENSG00000221123.1","ENSG00000221123","ENSG00000221123.1"
"24970","ENSG00000221125.1","ENSG00000221125","ENSG00000221125.1"
"24971","ENSG00000221126.1","ENSG00000221126","ENSG00000221126.1"
"24972","ENSG00000221128.1","ENSG00000221128","ENSG00000221128.1"
"24973","ENSG00000221130.1","ENSG00000221130","ENSG00000221130.1"
"24974","ENSG00000221131.2","ENSG00000221131","ENSG00000221131.2"
"24975","ENSG00000221132.1","ENSG00000221132","ENSG00000221132.1"
"24976","ENSG00000221134.1","ENSG00000221134","ENSG00000221134.1"
"24977","ENSG00000221135.1","ENSG00000221135","ENSG00000221135.1"
"24978","ENSG00000221136.1","ENSG00000221136","ENSG00000221136.1"
"24979","ENSG00000221137.1","ENSG00000221137","ENSG00000221137"
"24980","ENSG00000221139.1","ENSG00000221139","SNORD23"
"24981","ENSG00000221141.1","ENSG00000221141","ENSG00000221141"
"24982","ENSG00000221142.1","ENSG00000221142","ENSG00000221142.1"
"24983","ENSG00000221145.1","ENSG00000221145","ENSG00000221145.1"
"24984","ENSG00000221147.1","ENSG00000221147","ENSG00000221147.1"
"24985","ENSG00000221148.1","ENSG00000221148","ENSG00000221148.1"
"24986","ENSG00000221156.1","ENSG00000221156","ENSG00000221156.1"
"24987","ENSG00000221157.1","ENSG00000221157","ENSG00000221157.1"
"24988","ENSG00000221159.1","ENSG00000221159","ENSG00000221159.1"
"24989","ENSG00000221160.1","ENSG00000221160","ENSG00000221160.1"
"24990","ENSG00000221163.1","ENSG00000221163","ENSG00000221163.1"
"24991","ENSG00000221164.1","ENSG00000221164","SNORA11F"
"24992","ENSG00000221165.1","ENSG00000221165","ENSG00000221165.1"
"24993","ENSG00000221167.1","ENSG00000221167","ENSG00000221167.1"
"24994","ENSG00000221169.2","ENSG00000221169","ENSG00000221169.2"
"24995","ENSG00000221170.1","ENSG00000221170","ENSG00000221170.1"
"24996","ENSG00000221172.1","ENSG00000221172","ENSG00000221172.1"
"24997","ENSG00000221173.1","ENSG00000221173","ENSG00000221173.1"
"24998","ENSG00000221174.1","ENSG00000221174","ENSG00000221174.1"
"24999","ENSG00000221175.1","ENSG00000221175","ENSG00000221175.1"
"25000","ENSG00000221176.1","ENSG00000221176","MIR1207"
"25001","ENSG00000221177.1","ENSG00000221177","ENSG00000221177"
"25002","ENSG00000221178.1","ENSG00000221178","ENSG00000221178.1"
"25003","ENSG00000221179.1","ENSG00000221179","ENSG00000221179.1"
"25004","ENSG00000221180.1","ENSG00000221180","ENSG00000221180.1"
"25005","ENSG00000221181.2","ENSG00000221181","ENSG00000221181.2"
"25006","ENSG00000221182.1","ENSG00000221182","ENSG00000221182.1"
"25007","ENSG00000221183.1","ENSG00000221183","ENSG00000221183.1"
"25008","ENSG00000221184.1","ENSG00000221184","MIR1254-1"
"25009","ENSG00000221185.2","ENSG00000221185","ENSG00000221185.2"
"25010","ENSG00000221186.1","ENSG00000221186","ENSG00000221186.1"
"25011","ENSG00000221187.1","ENSG00000221187","MIR548M"
"25012","ENSG00000221189.1","ENSG00000221189","ENSG00000221189.1"
"25013","ENSG00000221190.1","ENSG00000221190","MIR1184-2"
"25014","ENSG00000221191.1","ENSG00000221191","ENSG00000221191.1"
"25015","ENSG00000221192.1","ENSG00000221192","ENSG00000221192.1"
"25016","ENSG00000221195.2","ENSG00000221195","ENSG00000221195.2"
"25017","ENSG00000221198.2","ENSG00000221198","ENSG00000221198.2"
"25018","ENSG00000221199.1","ENSG00000221199","ENSG00000221199.1"
"25019","ENSG00000221200.1","ENSG00000221200","MIR1253"
"25020","ENSG00000221201.1","ENSG00000221201","ENSG00000221201.1"
"25021","ENSG00000221202.1","ENSG00000221202","ENSG00000221202.1"
"25022","ENSG00000221203.1","ENSG00000221203","MIR1262"
"25023","ENSG00000221204.1","ENSG00000221204","ENSG00000221204.1"
"25024","ENSG00000221206.1","ENSG00000221206","RNU6ATAC15P"
"25025","ENSG00000221210.1","ENSG00000221210","ENSG00000221210.1"
"25026","ENSG00000221211.1","ENSG00000221211","ENSG00000221211.1"
"25027","ENSG00000221214.1","ENSG00000221214","MIR548E"
"25028","ENSG00000221216.1","ENSG00000221216","RNU6ATAC27P"
"25029","ENSG00000221217.2","ENSG00000221217","ENSG00000221217.2"
"25030","ENSG00000221218.1","ENSG00000221218","ENSG00000221218.1"
"25031","ENSG00000221219.1","ENSG00000221219","ENSG00000221219.1"
"25032","ENSG00000221220.1","ENSG00000221220","ENSG00000221220.1"
"25033","ENSG00000221221.1","ENSG00000221221","ENSG00000221221.1"
"25034","ENSG00000221222.1","ENSG00000221222","ENSG00000221222.1"
"25035","ENSG00000221225.1","ENSG00000221225","ENSG00000221225.1"
"25036","ENSG00000221226.1","ENSG00000221226","ENSG00000221226.1"
"25037","ENSG00000221227.1","ENSG00000221227","MIR1305"
"25038","ENSG00000221230.1","ENSG00000221230","MIR548L"
"25039","ENSG00000221232.1","ENSG00000221232","ENSG00000221232.1"
"25040","ENSG00000221233.2","ENSG00000221233","ENSG00000221233.2"
"25041","ENSG00000221234.1","ENSG00000221234","ENSG00000221234.1"
"25042","ENSG00000221235.1","ENSG00000221235","ENSG00000221235.1"
"25043","ENSG00000221236.2","ENSG00000221236","ENSG00000221236.2"
"25044","ENSG00000221237.1","ENSG00000221237","ENSG00000221237.1"
"25045","ENSG00000221238.1","ENSG00000221238","MIR1285-2"
"25046","ENSG00000221240.1","ENSG00000221240","MIR1258"
"25047","ENSG00000221241.1","ENSG00000221241","SNORD88A"
"25048","ENSG00000221244.1","ENSG00000221244","ENSG00000221244.1"
"25049","ENSG00000221245.1","ENSG00000221245","SNORA11"
"25050","ENSG00000221246.1","ENSG00000221246","ENSG00000221246.1"
"25051","ENSG00000221247.1","ENSG00000221247","ENSG00000221247"
"25052","ENSG00000221249.1","ENSG00000221249","ENSG00000221249.1"
"25053","ENSG00000221250.1","ENSG00000221250","ENSG00000221250.1"
"25054","ENSG00000221251.1","ENSG00000221251","MIR1263"
"25055","ENSG00000221252.1","ENSG00000221252","ENSG00000221252.1"
"25056","ENSG00000221254.2","ENSG00000221254","ENSG00000221254.2"
"25057","ENSG00000221255.1","ENSG00000221255","RNU6ATAC37P"
"25058","ENSG00000221257.1","ENSG00000221257","ENSG00000221257.1"
"25059","ENSG00000221258.1","ENSG00000221258","ENSG00000221258.1"
"25060","ENSG00000221259.1","ENSG00000221259","ENSG00000221259.1"
"25061","ENSG00000221260.2","ENSG00000221260","ENSG00000221260.2"
"25062","ENSG00000221261.1","ENSG00000221261","MIR1208"
"25063","ENSG00000221262.1","ENSG00000221262","ENSG00000221262.1"
"25064","ENSG00000221263.1","ENSG00000221263","MIR548P"
"25065","ENSG00000221264.1","ENSG00000221264","MIR1284"
"25066","ENSG00000221265.1","ENSG00000221265","MIR1255A"
"25067","ENSG00000221266.1","ENSG00000221266","ENSG00000221266"
"25068","ENSG00000221267.1","ENSG00000221267","ENSG00000221267.1"
"25069","ENSG00000221269.1","ENSG00000221269","MIR1302-8"
"25070","ENSG00000221270.1","ENSG00000221270","ENSG00000221270.1"
"25071","ENSG00000221272.2","ENSG00000221272","ENSG00000221272.2"
"25072","ENSG00000221273.1","ENSG00000221273","MIR1237"
"25073","ENSG00000221275.1","ENSG00000221275","MIR548I2"
"25074","ENSG00000221278.1","ENSG00000221278","ENSG00000221278.1"
"25075","ENSG00000221279.1","ENSG00000221279","ENSG00000221279.1"
"25076","ENSG00000221280.1","ENSG00000221280","ENSG00000221280.1"
"25077","ENSG00000221281.1","ENSG00000221281","ENSG00000221281.1"
"25078","ENSG00000221286.1","ENSG00000221286","ENSG00000221286.1"
"25079","ENSG00000221287.1","ENSG00000221287","MIR1289-2"
"25080","ENSG00000221288.1","ENSG00000221288","MIR663B"
"25081","ENSG00000221289.2","ENSG00000221289","ENSG00000221289.2"
"25082","ENSG00000221290.1","ENSG00000221290","ENSG00000221290.1"
"25083","ENSG00000221291.1","ENSG00000221291","ENSG00000221291.1"
"25084","ENSG00000221293.2","ENSG00000221293","ENSG00000221293.2"
"25085","ENSG00000221294.1","ENSG00000221294","ENSG00000221294.1"
"25086","ENSG00000221295.1","ENSG00000221295","ENSG00000221295.1"
"25087","ENSG00000221296.2","ENSG00000221296","MIR548T"
"25088","ENSG00000221297.1","ENSG00000221297","ENSG00000221297.1"
"25089","ENSG00000221299.1","ENSG00000221299","ENSG00000221299.1"
"25090","ENSG00000221300.1","ENSG00000221300","ENSG00000221300.1"
"25091","ENSG00000221301.1","ENSG00000221301","ENSG00000221301.1"
"25092","ENSG00000221302.1","ENSG00000221302","ENSG00000221302.1"
"25093","ENSG00000221303.1","ENSG00000221303","SNORA79"
"25094","ENSG00000221304.1","ENSG00000221304","ENSG00000221304.1"
"25095","ENSG00000221305.1","ENSG00000221305","MIR548I3"
"25096","ENSG00000221307.1","ENSG00000221307","ENSG00000221307.1"
"25097","ENSG00000221309.1","ENSG00000221309","ENSG00000221309.1"
"25098","ENSG00000221310.1","ENSG00000221310","ENSG00000221310.1"
"25099","ENSG00000221312.1","ENSG00000221312","ENSG00000221312.1"
"25100","ENSG00000221313.2","ENSG00000221313","ENSG00000221313.2"
"25101","ENSG00000221314.1","ENSG00000221314","ENSG00000221314.1"
"25102","ENSG00000221316.1","ENSG00000221316","ENSG00000221316.1"
"25103","ENSG00000221317.1","ENSG00000221317","ENSG00000221317.1"
"25104","ENSG00000221318.1","ENSG00000221318","ENSG00000221318.1"
"25105","ENSG00000221319.1","ENSG00000221319","ENSG00000221319.1"
"25106","ENSG00000221320.1","ENSG00000221320","ENSG00000221320.1"
"25107","ENSG00000221321.1","ENSG00000221321","ENSG00000221321.1"
"25108","ENSG00000221322.1","ENSG00000221322","ENSG00000221322.1"
"25109","ENSG00000221323.1","ENSG00000221323","ENSG00000221323.1"
"25110","ENSG00000221324.1","ENSG00000221324","ENSG00000221324.1"
"25111","ENSG00000221325.1","ENSG00000221325","MIR1200"
"25112","ENSG00000221326.1","ENSG00000221326","ENSG00000221326.1"
"25113","ENSG00000221328.1","ENSG00000221328","ENSG00000221328.1"
"25114","ENSG00000221330.1","ENSG00000221330","ENSG00000221330.1"
"25115","ENSG00000221331.1","ENSG00000221331","MIR548Q"
